UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.57,1.0,0.57,165.0,94.29,8.0,4.57,175.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,0.31,11.0,3.44,284.0,88.75,24.0,7.5,320.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,3.0,0.43,14.0,2.0,640.0,91.56,42.0,6.01,699.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,2.0,0.54,6.0,1.61,336.0,90.08,29.0,7.77,373.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,0.24,7.0,1.7,381.0,92.48,23.0,5.58,412.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,7.0,1.87,7.0,1.87,340.0,90.67,21.0,5.6,375.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,1.0,2.0,46.0,92.0,3.0,6.0,50.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,105.0,93.75,7.0,6.25,112.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,1.0,0.98,94.0,92.16,7.0,6.86,102.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,2.0,0.85,3.0,1.28,216.0,92.31,13.0,5.56,234.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,4.0,0.99,6.0,1.49,372.0,92.31,21.0,5.21,403.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,3.0,2.19,3.0,2.19,123.0,89.78,8.0,5.84,137.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,1.01,1.0,1.01,93.0,93.94,4.0,4.04,99.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,2.0,2.56,72.0,92.31,4.0,5.13,78.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,2.0,1.69,2.0,1.69,107.0,90.68,7.0,5.93,118.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,0.0,0.0,64.0,88.89,8.0,11.11,72.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,2.0,0.83,1.0,0.41,227.0,93.8,12.0,4.96,242.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,0.0,0.0,2.0,3.45,51.0,87.93,5.0,8.62,58.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,1.0,2.56,37.0,94.87,1.0,2.56,39.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,0.0,0.0,1.0,2.27,41.0,93.18,2.0,4.55,44.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,1.0,0.9,3.0,2.7,99.0,89.19,8.0,7.21,111.0,SP,2023,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,0.53,3.0,1.6,173.0,92.51,10.0,5.35,187.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,0.17,9.0,1.57,520.0,90.91,42.0,7.34,572.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,2.0,0.34,9.0,1.54,532.0,91.25,40.0,6.86,583.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,4.0,0.81,7.0,1.43,447.0,91.04,33.0,6.72,491.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,2.0,0.38,9.0,1.71,481.0,91.27,35.0,6.64,527.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,7.0,1.68,5.0,1.2,382.0,91.61,23.0,5.52,417.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,3.0,5.88,1.0,1.96,45.0,88.24,2.0,3.92,51.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,1.0,0.85,109.0,92.37,8.0,6.78,118.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,1.0,0.91,1.0,0.91,105.0,95.45,3.0,2.73,110.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,4.0,1.67,218.0,90.83,18.0,7.5,240.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,3.0,0.72,8.0,1.91,383.0,91.41,25.0,5.97,419.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,1.0,0.68,2.0,1.35,132.0,89.19,13.0,8.78,148.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,1.0,0.83,2.0,1.67,110.0,91.67,7.0,5.83,120.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,1.0,0.9,1.0,0.9,102.0,91.89,7.0,6.31,111.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,1.0,0.89,104.0,92.86,7.0,6.25,112.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,0.0,0.0,3.0,3.0,89.0,89.0,8.0,8.0,100.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,1.0,0.37,6.0,2.25,242.0,90.64,18.0,6.74,267.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,1.0,1.82,2.0,3.64,48.0,87.27,4.0,7.27,55.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,2.0,3.17,3.0,4.76,57.0,90.48,1.0,1.59,63.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,0.0,0.0,2.0,5.0,37.0,92.5,1.0,2.5,40.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,0.0,0.0,0.0,0.0,110.0,90.91,11.0,9.09,121.0,SP,2024,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,2.0,0.56,5.0,1.4,324.0,91.01,25.0,7.02,356.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,2.0,0.66,0.0,0.0,275.0,91.36,24.0,7.97,301.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,1.0,0.29,3.0,0.88,305.0,89.71,31.0,9.12,340.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,1.0,0.27,7.0,1.92,321.0,88.19,35.0,9.62,364.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,0.31,4.0,1.22,299.0,91.44,23.0,7.03,327.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,2.0,0.54,8.0,2.17,332.0,89.97,27.0,7.32,369.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,4.0,8.51,42.0,89.36,1.0,2.13,47.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,1.0,0.8,0.0,0.0,116.0,92.8,8.0,6.4,125.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,3.0,3.41,80.0,90.91,5.0,5.68,88.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,0.39,3.0,1.18,230.0,90.55,20.0,7.87,254.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7045395,UBS PSF DR EMILIO BELTRATI JUNIOR,7.0,1.88,9.0,2.42,337.0,90.59,19.0,5.11,372.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,1.0,0.68,1.0,0.68,139.0,94.56,6.0,4.08,147.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,1.0,0.91,100.0,90.91,9.0,8.18,110.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,1.0,0.63,1.0,0.63,143.0,90.51,13.0,8.23,158.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,1.0,0.93,101.0,94.39,5.0,4.67,107.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9422005,UBS PSF JARDIM SANTA ELIZA,1.0,0.88,1.0,0.88,101.0,89.38,10.0,8.85,113.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,2.0,0.9,207.0,93.67,12.0,5.43,221.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9429115,USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES,3.0,5.08,1.0,1.69,49.0,83.05,6.0,10.17,59.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9523200,USF JARDIM BRASILIA NEUSA MARIA MORTARI,0.0,0.0,1.0,2.17,44.0,95.65,1.0,2.17,46.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,9428992,USF JARDIM SAO MIGUEL JORCELINO QUINTINO DE FARIA,3.0,0.73,8.0,1.94,371.0,90.05,30.0,7.28,412.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,7427077,USF JD PROGRESSO JOSE CARLOS DA SILVA,1.0,0.8,2.0,1.6,110.0,88.0,12.0,9.6,125.0,SP,2025,0 a 5 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,1.0,5.0,17.0,85.0,2.0,10.0,20.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,1.0,3.57,22.0,78.57,5.0,17.86,28.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,1.0,3.13,0.0,0.0,28.0,87.5,3.0,9.38,32.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,1.0,4.0,0.0,0.0,23.0,92.0,1.0,4.0,25.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,1.0,4.35,19.0,82.61,3.0,13.04,23.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,2.0,3.7,52.0,96.3,0.0,0.0,54.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,5.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,3.0,75.0,1.0,25.0,4.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,0.0,0.0,2.0,6.45,24.0,77.42,5.0,16.13,31.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,1.0,1.43,2.0,2.86,64.0,91.43,3.0,4.29,70.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,1.0,2.94,29.0,85.29,4.0,11.76,34.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,10.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,4.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,7.0,77.78,2.0,22.22,9.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,2.0,6.67,25.0,83.33,3.0,10.0,30.0,SP,2009,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,1.0,2.86,32.0,91.43,2.0,5.71,35.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,0.0,0.0,32.0,91.43,3.0,8.57,35.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,1.0,1.85,0.0,0.0,48.0,88.89,5.0,9.26,54.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,1.0,1.89,50.0,94.34,2.0,3.77,53.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,0.0,0.0,2.0,5.0,34.0,85.0,4.0,10.0,40.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,2.0,2.67,73.0,97.33,0.0,0.0,75.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,1.0,11.11,0.0,0.0,7.0,77.78,1.0,11.11,9.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,6.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,1.0,1.92,0.0,0.0,49.0,94.23,2.0,3.85,52.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,4.0,3.7,98.0,90.74,6.0,5.56,108.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,0.0,0.0,47.0,94.0,3.0,6.0,50.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,0.0,0.0,24.0,96.0,1.0,4.0,25.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,12.0,92.31,1.0,7.69,13.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,17.0,89.47,2.0,10.53,19.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,1.0,2.86,31.0,88.57,3.0,8.57,35.0,SP,2010,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,1.0,3.85,0.0,0.0,24.0,92.31,1.0,3.85,26.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,0.0,0.0,33.0,80.49,8.0,19.51,41.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,1.0,1.85,50.0,92.59,3.0,5.56,54.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,0.0,0.0,1.0,2.17,44.0,95.65,1.0,2.17,46.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,2.0,3.51,0.0,0.0,47.0,82.46,8.0,14.04,57.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,1.0,1.59,59.0,93.65,3.0,4.76,63.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,1.0,14.29,6.0,85.71,0.0,0.0,7.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,7.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,1.0,1.89,2.0,3.77,47.0,88.68,3.0,5.66,53.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,2.0,2.35,78.0,91.76,5.0,5.88,85.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,1.0,2.13,40.0,85.11,6.0,12.77,47.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,1.0,3.7,25.0,92.59,1.0,3.7,27.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,13.0,100.0,0.0,0.0,13.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,1.0,3.33,1.0,3.33,25.0,83.33,3.0,10.0,30.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,0.0,0.0,16.0,88.89,2.0,11.11,18.0,SP,2011,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,0.0,0.0,31.0,93.94,2.0,6.06,33.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,0.0,0.0,1.0,2.94,29.0,85.29,4.0,11.76,34.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,0.0,0.0,0.0,0.0,26.0,96.3,1.0,3.7,27.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,1.0,1.89,1.0,1.89,47.0,88.68,4.0,7.55,53.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2031922,UBS ORESTES ARMANDO GIOVANNI,1.0,2.0,1.0,2.0,41.0,82.0,7.0,14.0,50.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,0.0,0.0,1.0,1.56,61.0,95.31,2.0,3.13,64.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,6.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2049163,UBS PSF DE AJAPI FARMACEUTICO ANTONIO GILBERTO FONSECA,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,12.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5733022,UBS PSF DR CELESTINO DONATO,1.0,2.63,1.0,2.63,34.0,89.47,2.0,5.26,38.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3347087,UBS PSF DR DIRCEU FERREIRA PENTEADO,0.0,0.0,1.0,1.52,58.0,87.88,7.0,10.61,66.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2033186,UBS PSF DR GILSON GIOVANNI,0.0,0.0,0.0,0.0,46.0,86.79,7.0,13.21,53.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5870755,UBS PSF DR MOACIR DE OLIVEIRA CAMARGO,0.0,0.0,1.0,3.57,21.0,75.0,6.0,21.43,28.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,3355519,UBS PSF DR NORBERTO ANTONIO SIMAO CARNEIRO,0.0,0.0,0.0,0.0,16.0,100.0,0.0,0.0,16.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,5981921,UBS PSF DR OSWALDO AKAMINE,0.0,0.0,0.0,0.0,22.0,91.67,2.0,8.33,24.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2085097,UBS PSF PQUE MAE PRETA DR EDUARDO REIS,0.0,0.0,1.0,3.57,25.0,89.29,2.0,7.14,28.0,SP,2012,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,0.0,0.0,1.0,0.88,93.0,81.58,20.0,17.54,114.0,SP,2013,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2030462,UBS DR MARIO FITTIPALDI,1.0,1.79,0.0,0.0,51.0,91.07,4.0,7.14,56.0,SP,2013,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,1.0,1.3,0.0,0.0,66.0,85.71,10.0,12.99,77.0,SP,2013,6 a 10 anos,,,,,,,,,,,,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,2.0,3.57,0.0,0.0,49.0,87.5,5.0,8.93,56.0,SP,2013,6 a 10 anos,,,,,,,,,,,,
